timestamp,key
2024-10-21 01:05:40,o
2024-10-21 01:05:44,l
2024-10-21 01:05:46,a
2024-10-21 01:06:20,Enter
2024-10-21 01:06:20,Enter
2024-10-21 01:06:24,Backspace
2024-10-21 01:06:25,Backspace
